"Problem","Package","File","Line","Priority","Description","Rule set","Rule"
"134","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AddLimitPanel.java","3","118","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"135","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AddLimitPanel.java","3","149","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"136","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AddLimitPanel.java","3","159","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"137","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AddLimitPanel.java","3","185","Parameter 'panelToBeRefreshed' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"138","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AddLimitPanel.java","3","186","Document empty method","Design Rules","UncommentedEmptyMethod"
"139","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AddLimitPanel.java","3","194","Parameter 'expressionId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"140","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AddLimitPanel.java","3","222","Parameter 'arrPanel' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"141","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AddLimitPanel.java","3","222","Parameter 'strClassNameAsTitle' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"142","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AddLimitPanel.java","3","229","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"143","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AddLimitPanel.java","3","238","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"144","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AddLimitPanel.java","3","254","Parameter 'query' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"145","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AddLimitPanel.java","3","262","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"146","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AddLimitPanel.java","3","304","Use equals() to compare object references.","Design Rules","CompareObjectsWithEquals"
"147","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AddLimitPanel.java","3","304","Use equals() to compare object references.","Design Rules","CompareObjectsWithEquals"
"148","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AddLimitPanel.java","3","315","A high number of imports can indicate a high degree of coupling within an object.","Coupling Rules","ExcessiveImports"
"149","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AddLimitSearchPanel.java","3","67","Parameter 'addLimitPanel' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"150","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AddLimitSearchPanel.java","3","67","Parameter 'dummySrhResult' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"151","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AddLimitSearchResultPanel.java","3","48","Parameter 'componentPanel' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"152","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AddLimitSearchResultPanel.java","3","48","Parameter 'strClassName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"153","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","4","17","Avoid unused imports such as 'edu.common.dynamicextensions.domaininterface.AttributeInterface'","Import Statement Rules","UnusedImports"
"154","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","4","17","Avoid unused imports such as 'edu.common.dynamicextensions.domaininterface.AttributeInterface'","Import Statement Rules","UnusedImports"
"155","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","50","Avoid excessively long variable names like m_searchCenterPanel","Naming Rules","LongVariable"
"156","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","50","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"157","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","50","Private field 'm_searchCenterPanel' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"158","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","53","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"159","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","53","Perhaps 'm_resultsPage' could be replaced by a local variable.","Controversial Rules","SingularField"
"160","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","56","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"161","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","56","Perhaps 'm_rootEntity' could be replaced by a local variable.","Controversial Rules","SingularField"
"162","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","56","Private field 'm_rootEntity' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"163","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","61","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"164","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","67","Avoid really long methods.","Code Size Rules","ExcessiveMethodLength"
"165","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","76","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"166","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","78","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"167","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","86","Avoid excessively long variable names like pageElementCollection","Naming Rules","LongVariable"
"168","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","86","Consider replacing this Vector with the newer java.util.List","Migration Rules","ReplaceVectorWithList"
"169","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","86","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"170","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","86","Use ArrayList instead of Vector","Optimization Rules","UseArrayListInsteadOfVector"
"171","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","86","Use ArrayList instead of Vector","Optimization Rules","UseArrayListInsteadOfVector"
"172","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","90","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"173","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","96","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"174","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","108","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"175","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","158","Avoid unused local variables such as 'rootExpressionID'","Unused Code Rules","UnusedLocalVariable"
"176","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","158","Avoid unused local variables such as 'rootExpressionID'","Unused Code Rules","UnusedLocalVariable"
"177","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","180","Consider replacing this Vector with the newer java.util.List","Migration Rules","ReplaceVectorWithList"
"178","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","186","Avoid variables with short names like ie","Naming Rules","ShortVariable"
"179","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","186","Avoid variables with short names like ie","Naming Rules","ShortVariable"
"180","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","192","Avoid excessively long variable names like userSelectionOfEntity","Naming Rules","LongVariable"
"181","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","202","Avoid excessively long variable names like defaultSelectionOfEntity","Naming Rules","LongVariable"
"182","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","212","Parameter 'targetEntityName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"183","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","214","Avoid excessively long variable names like targetEntityInterface","Naming Rules","LongVariable"
"184","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","238","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"185","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","238","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"186","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","240","Avoid using implementation types like 'Vector'; use the interface instead","Coupling Rules","LooseCoupling"
"187","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","240","Avoid using implementation types like 'Vector'; use the interface instead","Coupling Rules","LooseCoupling"
"188","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","240","Consider replacing this Vector with the newer java.util.List","Migration Rules","ReplaceVectorWithList"
"189","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","240","Parameter 'queryBuilder' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"190","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","242","Consider replacing this Vector with the newer java.util.List","Migration Rules","ReplaceVectorWithList"
"191","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","242","Use ArrayList instead of Vector","Optimization Rules","UseArrayListInsteadOfVector"
"192","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","242","Use ArrayList instead of Vector","Optimization Rules","UseArrayListInsteadOfVector"
"193","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","279","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"194","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","294","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"195","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/AdvancedDefineViewPanel.java","3","310","A high number of imports can indicate a high degree of coupling within an object.","Coupling Rules","ExcessiveImports"
"196","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/ChooseCategoryAdvancedSearchPanel.java","4","3","Avoid unused imports such as 'java.awt.BorderLayout'","Import Statement Rules","UnusedImports"
"197","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/ChooseCategoryAdvancedSearchPanel.java","4","3","Avoid unused imports such as 'java.awt.BorderLayout'","Import Statement Rules","UnusedImports"
"198","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/ChooseCategoryAdvancedSearchPanel.java","4","5","Avoid unused imports such as 'java.awt.Dimension'","Import Statement Rules","UnusedImports"
"199","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/ChooseCategoryAdvancedSearchPanel.java","4","5","Avoid unused imports such as 'java.awt.Dimension'","Import Statement Rules","UnusedImports"
"200","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/ChooseCategoryAdvancedSearchPanel.java","4","6","Avoid unused imports such as 'java.awt.GridLayout'","Import Statement Rules","UnusedImports"
"201","edu.wustl.cab2b.client.ui","source/client/main/edu/wustl/cab2b/client/ui/ChooseCategoryAdvancedSearchPanel.java","4","6","Avoid unused imports such as 'java.awt.GridLayout'","Import Statement Rules","UnusedImports"
